filename,num_segment,genre,MFCC_1_mean,MFCC_1_var,MFCC_2_mean,MFCC_2_var,MFCC_3_mean,MFCC_3_var,MFCC_4_mean,MFCC_4_var,MFCC_5_mean,MFCC_5_var,MFCC_6_mean,MFCC_6_var,MFCC_7_mean,MFCC_7_var,MFCC_8_mean,MFCC_8_var,MFCC_9_mean,MFCC_9_var,MFCC_10_mean,MFCC_10_var,MFCC_11_mean,MFCC_11_var,MFCC_12_mean,MFCC_12_var,MFCC_13_mean,MFCC_13_var,MFCC_14_mean,MFCC_14_var,MFCC_15_mean,MFCC_15_var,MFCC_16_mean,MFCC_16_var,MFCC_17_mean,MFCC_17_var,MFCC_18_mean,MFCC_18_var,MFCC_19_mean,MFCC_19_var,MFCC_20_mean,MFCC_20_var,MFCC_21_mean,MFCC_21_var,MFCC_22_mean,MFCC_22_var,MFCC_23_mean,MFCC_23_var,MFCC_24_mean,MFCC_24_var,MFCC_25_mean,MFCC_25_var,MFCC_26_mean,MFCC_26_var,MFCC_27_mean,MFCC_27_var,MFCC_28_mean,MFCC_28_var,MFCC_29_mean,MFCC_29_var,MFCC_30_mean,MFCC_30_var,MFCC_31_mean,MFCC_31_var,MFCC_32_mean,MFCC_32_var,MFCC_33_mean,MFCC_33_var,MFCC_34_mean,MFCC_34_var,MFCC_35_mean,MFCC_35_var,MFCC_36_mean,MFCC_36_var,MFCC_37_mean,MFCC_37_var,MFCC_38_mean,MFCC_38_var,MFCC_39_mean,MFCC_39_var,MFCC_40_mean,MFCC_40_var
blues.00010.wav,1,blues,-173.81046,8143.062,137.17355,1082.654,-23.723032,1028.9458,26.979677,495.41827,-16.67521,289.7898,4.1947303,160.0762,-12.571788,150.51718,5.851669,82.444984,-2.8769505,108.58822,-1.1783808,65.64737,-1.9682404,55.532143,1.8011796,57.92027,-3.0069504,93.64786,-1.8669492,40.125145,-0.79124355,49.73641,-3.0062358,62.993614,-0.43072948,57.057255,-1.9965144,55.609665,-0.750104,47.180058,-5.0069656,46.476055,-1.8180922,83.01488,0.81014603,141.87305,2.505248,189.75145,-1.6428747,145.75688,-3.3367789,53.87029,-0.14087574,114.637856,4.4892826,222.1176,8.856526,245.63713,9.321395,181.12619,1.2949806,130.0106,-1.8138595,95.45273,-6.4791427,112.32055,-3.8715281,67.74925,1.7992789,61.352154,-3.1962483,60.826656,-5.8534436,50.797638,-6.7214494,40.653755,-1.433683,38.173958,3.2794235,50.12229,1.2398112,54.602005
blues.00011.wav,1,blues,-287.9319,5931.3467,124.010765,994.99554,5.4674478,302.0755,33.66307,344.49417,1.091654,441.21622,14.703699,235.38486,-4.8811417,149.53206,8.668892,189.32147,0.7843316,148.67032,6.57608,114.22455,-4.875815,93.7772,-3.176761,84.19608,-5.538258,65.792854,-6.779148,60.83885,-2.6465132,55.49734,-2.9903207,54.537933,-3.3829944,39.835857,-1.8589838,46.825733,1.8391857,37.05892,-4.891355,28.130304,-5.5366764,28.980566,-3.611239,32.679783,-2.0613205,31.316925,-6.509808,29.880127,-6.871236,37.788406,-2.781895,30.805525,1.6405015,45.573303,-1.8866965,33.93893,-4.676811,29.205008,-3.332531,35.574142,-2.253273,28.690582,-1.9183098,37.37508,-1.866932,44.335236,-1.3511275,51.35558,-2.9252892,64.13222,-2.6896744,53.204212,-1.29857,46.462654,-1.4034742,31.972357,-1.2837461,25.836826,0.8156746,34.152176
blues.00012.wav,1,blues,-207.2383,4575.776,132.82741,666.0227,-15.45408,935.23145,60.980972,330.53262,0.7190263,313.94824,12.4613285,101.10465,1.163385,107.93309,-1.5329199,111.63532,-17.895847,96.37597,8.360363,94.81139,-2.4596508,139.65952,-0.5846391,92.744286,0.37226447,86.13248,2.5984128,53.735428,-5.186428,45.905807,-9.53031,69.25321,-9.2374735,63.564034,-2.8471038,68.84711,-1.4193835,112.57434,-5.9333534,91.46057,7.767243,146.60527,4.0876474,112.33591,4.05793,117.77461,3.6490533,99.5905,6.0037694,170.41476,0.42371097,126.44934,2.0495706,57.76668,1.4338619,114.183754,6.502817,118.164696,9.650158,134.30165,6.680248,64.09862,0.18571632,72.69909,-2.3584752,62.352833,-1.0697441,63.689342,-0.26152706,43.115837,4.1261997,39.74701,0.788791,44.01945,0.53564125,60.41109,0.94119835,70.932434,3.3003025,59.33969
blues.00013.wav,1,blues,-209.80392,1968.6527,124.46476,541.9335,10.309394,662.1497,47.016357,148.4147,6.478227,101.90166,15.41512,146.17114,-2.0159416,69.43244,6.7262187,76.01961,-21.543222,96.41771,10.720836,95.860405,-5.5328465,90.6517,-2.1957276,59.19819,-3.0491858,52.31441,8.643513,71.75554,-0.30701298,68.60345,-0.63291764,88.57952,-2.9335587,97.390205,-1.7062988,104.24756,-1.7673149,88.82407,-7.755139,113.835785,3.4195647,108.29715,3.5794141,79.49677,2.8131702,81.98709,-0.6340431,108.56237,3.5638633,121.973114,-5.524269,79.09571,0.75086695,63.30555,5.1599703,63.413265,8.5307455,101.71313,5.9562635,119.298965,7.44354,69.82867,1.649603,67.423904,-0.5438526,62.76377,2.1704035,52.71672,3.7535543,49.373333,2.5672157,36.047848,0.38704824,35.533348,-0.09665727,43.05686,-1.5357484,52.20184,1.3135753,62.20866
blues.00014.wav,1,blues,-305.66437,8192.634,113.07102,682.14856,12.107334,1462.7546,45.052197,224.56734,17.734385,248.84837,14.590071,154.57202,4.147996,157.61455,0.22631137,166.8956,-7.021587,97.58989,13.646477,76.79964,8.91421,90.02956,1.3037988,62.693882,5.9549794,64.3177,8.547473,76.00693,1.1196221,137.01826,0.5982412,67.728806,0.060842656,96.59573,-3.7137508,65.659485,-0.99353427,89.37376,-1.8043832,113.50517,4.9606986,176.89479,4.335031,162.33553,3.4170098,162.06093,1.2741938,189.15593,2.8754206,196.24657,2.228457,115.19007,3.4693353,83.95408,6.0261836,118.47455,7.7702293,162.688,9.802872,204.04437,8.95339,136.44937,3.793344,89.31978,-1.9360089,92.044655,-0.6885719,90.70061,1.9562244,62.6588,2.8515959,56.400013,-0.052378643,45.395622,-0.79402393,81.079475,-2.332264,94.84924,1.6225644,101.70563
blues.00015.wav,1,blues,-238.51962,4379.6255,120.10219,728.1788,-4.2219477,978.79614,42.294594,383.1859,5.923822,298.72183,13.911398,117.38614,5.350524,119.63875,1.8952671,143.87921,-16.928087,89.818855,12.343145,76.23276,3.9388995,81.61115,-1.3966829,60.90996,0.013027737,60.566597,3.585257,89.513954,-4.500639,101.89453,-5.5398455,77.415665,-6.8845086,93.56862,-4.824554,65.70046,1.7439977,78.28548,-1.8783106,131.15253,6.8886385,160.3551,5.3057194,126.053024,5.537906,162.3903,0.54402757,181.86858,1.8469821,134.57217,-0.08214085,85.887924,4.235516,84.52652,4.3461466,102.10776,5.9726267,125.258675,6.7789073,153.86076,4.517948,69.464836,1.3841991,77.56922,-0.052774686,77.10043,-0.6148568,73.96525,-2.3416564,66.732155,1.899588,59.438732,-0.57299495,57.598114,-1.721128,64.00837,-1.4194746,67.418076,2.1596076,81.69348
blues.00016.wav,1,blues,-233.77281,4958.6343,120.66434,561.7591,-3.1640923,1207.2642,39.514828,396.8244,3.8315241,284.47858,18.828156,156.3235,-3.6787386,100.447136,4.4254684,111.51865,-14.964929,101.528305,17.571478,102.22183,1.8461249,108.56196,2.5500886,66.5328,-1.230239,65.06261,8.437056,64.94195,-0.20024775,59.23103,-3.8908293,78.076744,-4.4561353,82.96057,0.011000631,86.014114,1.2948039,83.56266,-2.0984619,100.81558,6.7892632,139.10342,0.5853053,121.76363,1.6381477,98.44374,-0.7314887,71.97486,3.0726051,74.19356,-1.9939363,95.67729,3.6389744,107.2559,3.613337,108.81627,3.6253002,84.91546,0.67103803,89.55453,5.3867164,95.40235,8.283115,121.48394,8.566068,89.11816,5.5489516,66.77964,0.64700854,58.68652,-2.012493,63.329117,-0.7884428,59.287342,3.9996028,54.381115,0.49969476,58.22951,-0.89294577,64.11862
blues.00017.wav,1,blues,-245.68724,5196.257,140.48125,800.1619,-2.7912185,795.8256,60.404514,360.887,18.903513,235.44035,9.828394,99.82424,3.563824,118.55097,0.52286255,93.30117,-16.378489,129.11522,6.6293535,105.23015,7.2584243,96.81718,-4.021235,71.328354,1.6011248,72.96356,5.8965745,78.655426,-3.0172145,56.011353,-4.775693,58.363327,-3.0362885,65.715126,-1.9979147,64.9101,-0.04957177,62.9335,-3.9618294,64.81745,-0.39036056,74.43661,1.9787873,75.051926,0.46754536,77.487724,-1.8194243,77.887924,2.7958221,98.91654,0.6350085,88.79033,1.4149067,113.261284,4.8250365,152.18907,3.625007,109.893456,2.674999,84.83473,4.7974286,122.06569,6.652522,139.75517,7.7428885,116.17175,6.7837853,67.266624,0.33915856,73.27781,-1.7995281,90.096344,0.13129233,103.563736,2.411912,67.24644,2.5563343,78.91922,0.10668197,54.61323
blues.00018.wav,1,blues,-252.48178,2874.1829,104.94516,604.05975,15.296445,661.94025,42.68784,162.72173,6.770452,92.87257,21.611765,117.26866,-1.3111783,73.47131,5.681745,100.52636,-16.636873,125.60383,12.16935,123.66207,-1.9619533,52.164986,1.9602653,64.75909,-0.89822775,48.76035,7.7623606,71.51196,2.3758616,102.00459,1.7791142,93.04837,1.3305405,132.01836,3.6150515,182.26515,4.9065995,151.66873,-2.6610513,96.47257,4.1080484,122.70389,2.2107766,111.968094,2.5487442,141.25685,-1.6179949,130.9038,2.8880687,117.996124,-3.0624764,69.89315,0.24144308,80.03959,0.5599198,90.295364,4.814172,128.81918,3.662896,159.27672,3.5393846,104.07088,0.73919916,89.84298,1.6082972,102.25855,3.3467624,85.6279,2.3809478,66.770546,3.213437,65.491615,0.05895694,51.496784,-1.4272226,53.182293,-0.5640772,88.40124,2.4639738,72.26826
blues.00019.wav,1,blues,-236.67947,5576.6396,138.4056,536.2844,-4.9304795,1166.9213,47.6545,311.24146,5.1578503,466.2876,8.887806,91.67842,0.48740575,98.060455,-3.788342,159.00235,-14.984866,77.348305,10.428946,104.500336,-0.34138408,134.52066,0.7833589,80.4702,1.7809838,77.91053,4.2295594,73.61766,-0.47476926,63.29976,-6.104543,80.723236,-5.394643,95.50786,-1.344999,92.612816,-3.725463,72.52176,-4.37371,66.931984,4.5424595,95.38479,0.074319765,87.832756,5.442293,113.20331,3.7088485,93.04999,1.9625505,98.76183,0.3386511,124.00835,4.96369,80.1316,2.3795104,48.452396,0.4354589,72.8346,1.8166513,93.767654,5.914307,87.163536,10.841658,110.4281,8.701644,84.875595,5.5548515,81.16432,2.368144,76.55692,-0.42195624,65.288315,-2.1511402,52.946617,1.4968753,52.85331,-0.9567268,38.955246,-1.8855915,49.26221
blues.00020.wav,1,blues,-230.36378,2989.1602,127.07773,397.76837,7.1146965,600.3924,39.767056,176.0069,1.9217218,116.42421,17.410606,100.17704,-5.626918,79.68089,8.2406645,69.49092,-18.116041,60.15173,13.844725,72.71004,-3.7571108,71.56751,2.579849,74.58947,-4.3167143,62.589,6.797995,62.125072,-6.1670146,60.68846,-6.2006335,49.88816,-4.5018964,52.918427,-1.8255954,73.46965,-0.51591,94.82005,1.5071843,73.84815,8.99447,90.209724,4.414147,88.466995,6.2053766,74.70118,-1.6326698,55.8029,-0.3931443,73.71747,-3.0037675,58.917778,1.587629,62.76673,0.1681621,54.769142,4.99297,51.377575,0.5634801,39.41787,1.4701095,40.798927,3.0915089,47.6137,6.6852374,44.5349,6.4862194,52.149532,4.5193596,57.639225,-0.7840293,49.604675,-2.265273,53.340553,-0.41921136,41.673523,-2.6120565,31.454472,-0.85024333,42.887222
blues.00021.wav,1,blues,-264.67126,6340.7183,138.85434,1001.429,11.167329,1283.5443,48.523926,371.25842,14.904312,248.14607,20.586437,130.0128,3.2061763,119.96546,1.2635795,104.41091,-15.839373,95.395905,15.975112,85.30514,3.358218,79.1454,-1.506641,71.932945,1.8969209,70.0342,6.3134995,68.5041,-0.995984,82.13329,-2.4147837,89.51523,-3.6791573,93.94478,0.49927184,119.202965,5.04406,117.73886,-0.7863168,148.49115,5.0121827,183.36667,-0.1440696,143.94151,-1.5629919,84.41033,-1.0378023,118.42343,3.0504642,109.57868,-1.9822404,125.49802,2.42946,101.65294,2.3189194,98.28485,0.09845786,99.22998,0.20578283,105.1934,1.6858253,115.92728,1.7363489,132.08168,1.0081261,125.27893,0.62305063,104.614525,1.9171833,83.42988,2.685903,61.091007,-0.4608296,50.79679,3.3247647,70.757225,3.393175,102.67558,1.1272765,121.16176
blues.00022.wav,1,blues,-233.96312,6504.2466,136.14453,959.72797,3.306636,1162.9741,48.930626,383.96625,8.705184,304.61374,13.989511,165.40909,5.3627157,105.51817,0.4101892,128.1393,-13.483557,151.98457,16.860369,82.7323,5.134752,114.36248,-2.2307274,77.221436,3.9538214,66.0046,5.3132124,83.29675,0.8079431,101.00323,-1.10039,80.28278,-4.5396314,78.61718,-2.4259493,100.40608,3.3244362,119.319336,-0.6058456,143.40132,7.070655,178.82376,3.053925,164.53079,0.5766664,194.53175,0.60067916,139.24675,2.7848127,101.62987,-1.442673,127.071175,2.048664,96.4315,5.606962,65.39963,2.9332485,75.91337,2.1039968,60.679813,2.5272934,117.297516,-0.4560103,106.43816,-2.2324367,121.27813,0.115364045,99.32956,-0.4647839,55.71064,-0.1514891,76.359474,-0.30590242,62.225456,5.0410714,76.04187,5.3123503,98.63145,1.6475724,129.93451
blues.00023.wav,1,blues,-227.2558,4144.4,137.76518,507.1656,-14.502317,1245.1946,63.57536,210.98936,5.6017485,152.54596,11.988769,93.58656,1.8891491,102.561775,-1.8709356,87.26914,-7.618036,97.51639,-2.451642,97.633514,-2.8980217,104.15346,-9.433825,87.92734,-10.939208,115.719406,3.5636466,68.92533,4.152738,77.30342,0.09471214,45.212193,-2.9802275,66.850204,-1.3866447,82.50899,7.5348935,93.42404,-3.0437849,74.07117,-5.870412,104.057495,-3.2586577,110.562256,0.83579266,100.231606,3.7291644,93.07237,3.7117362,129.44992,1.7648318,134.0196,-0.1919814,81.41672,-4.302011,78.62552,0.28750786,63.5476,1.462,64.87036,3.9184887,127.66548,7.197074,152.02948,4.645343,118.81289,-0.21001522,82.81093,-7.1977777,73.84748,-7.1101923,65.7562,-2.1515152,48.333893,0.72924656,49.19464,-2.297558,51.506077,-3.8659828,56.138958
blues.00024.wav,1,blues,-274.37683,5920.2183,130.40738,500.41647,-6.357467,1342.9836,70.38822,311.4976,13.269664,230.38287,9.472181,155.52798,7.7330894,121.50667,-1.2365493,150.25732,-0.57098776,94.17127,-2.2971628,68.86658,3.7794154,76.74091,0.08548222,73.51651,-0.9368571,126.63781,2.2968419,63.148663,4.2896338,69.602,-1.6617897,47.883125,-10.439051,49.10369,-6.7934256,39.414467,-1.0635625,44.236256,-1.5890816,83.50596,-1.1818291,85.842026,-1.2738187,113.781395,2.4839592,132.23297,3.0541933,128.88438,1.3547114,131.73106,1.8956174,161.69276,-0.60382885,104.785034,-1.589292,75.414635,5.5003,122.31989,8.9374075,216.12566,7.526288,261.13635,5.8485994,175.17322,2.1606169,88.105415,-3.352841,88.79864,-7.3253417,68.866516,-4.633224,63.066185,-1.1211294,68.17556,-0.9452619,52.768295,-4.859591,73.889626,-5.7443247,86.340614
blues.00025.wav,1,blues,-249.31532,3977.6577,131.00032,338.24554,0.67787004,1578.9688,66.704155,298.3847,17.911272,183.51114,4.623277,173.19873,6.603809,96.41474,1.2421156,98.263176,1.4099408,75.738655,-1.5849273,91.75964,-0.9725387,101.25188,-3.5726154,85.11508,-2.9297993,86.26875,4.5961614,62.419785,7.480731,91.63826,-0.19306439,100.62007,-2.8259156,87.33297,-2.6829553,77.28337,0.74113846,76.024796,-0.5292367,67.64772,-3.014625,109.99438,0.9686773,120.1316,1.4384369,106.24607,1.6078529,116.625626,2.9502313,123.10795,1.3439859,89.568436,-0.25526965,49.526173,0.12504002,52.917393,4.1796665,88.7776,6.5274825,120.445076,2.555041,91.650925,-1.4900767,73.75462,-1.5836751,67.35528,-4.080866,55.55689,-5.6692004,57.982464,-2.2922876,49.799255,-0.6879483,38.20294,-1.5162854,44.139072,-4.7850847,70.94273,-1.816695,82.23144
blues.00026.wav,1,blues,-284.64056,6202.548,108.80131,675.54285,9.085319,1444.9445,51.198063,296.57825,18.07189,210.83527,7.6021547,181.8869,8.755716,122.01364,2.3540907,103.12947,0.0033672713,93.4578,2.2484956,106.08587,4.1991253,84.31745,-3.283064,97.75062,1.6176828,68.57549,2.6794715,74.232735,3.3437948,91.85233,3.2793777,115.84882,-4.5331836,137.81163,0.48806846,105.864876,5.9214964,140.58414,3.2215705,169.69243,1.8752785,183.47256,1.3635288,151.37117,2.4384897,135.97499,0.6670243,148.50711,-1.7899381,163.75462,-1.4184328,105.51705,-1.3413029,73.534195,-1.875486,76.401985,-2.5204394,111.16471,-2.2657835,224.5159,-1.210351,259.10623,0.4655845,171.40698,0.16849943,83.64782,-3.2945669,79.2827,-4.2297516,86.21625,-2.2400405,56.322426,1.0810903,86.88006,0.17249902,104.1718,-4.9059396,77.6335,-2.502637,123.248985
